Entidad Crediticia;Mes de Registro;Tipo de Tarjeta;Membres¡a Anual Tarjeta principal;Membres¡a Anual Tarjeta Adicional;Cargo por Perdida o Robada (B/.);Cargo por Deterioro (B/.);Tasa de inter‚s                                                                                                                                                                                                                                                                                                   Nominal Anual (%);L¡mite de Cr‚dito Inferior (B/.);L¡mite de Cr‚dito Superior;Costo de Seguro Contra Fraude (B/.) ;Desgravamen;Fecha de Corte;Fecha de Pago;Pago                                                                                                                                                                                                                                                                                                                                            M¡nimo Mensual (B/.);Pagos                                                                                                                                                                                                                                                                                Atrasados (B/.);Sobregiro (B/.);Adelanto de Dinero en Efectivo (B/.)
BAC INTERNATIONAL BANK, INC.;45413;The Platinum Card American Express;300;Gratis;50;20;0.1692;20000;En adelante;5;B/.2.25 hasta B/.1,000.00 de saldo adeudado. Si se excede de los B/.1,000.00 se cobrar  el 0.225% del saldo adeudado.;seg£n ciclo de la cta.;seg£n ciclo de la cta.; $20.00 o el c lculo seg£n lo adeudado por el cliente ;30 d¡as 5%,  60 d¡as 5%,  90 d¡as ¢ mas 5% sobre  el saldo adeudado.;50;$13.00 ¢ 7% lo que sea mayor.
BAC INTERNATIONAL BANK, INC.;45413;MasterCard/ American Express LifeMiles Black ;$ 250.00;Gratis;50;20;0.1692;10000;En adelante;5;B/.2.25 hasta B/.1,000.00 de saldo adeudado. Si se excede de los B/.1,000.00 se cobrar  el 0.225% del saldo adeudado.;seg£n ciclo de la cta.;seg£n ciclo de la cta.; $20.00 o el c lculo seg£n lo adeudado por el cliente ;30 d¡as 5%,  60 d¡as 5%,  90 d¡as ¢ mas 5% sobre  el saldo adeudado.;50;$13.00 ¢ 7% lo que sea mayor.
BAC INTERNATIONAL BANK, INC.;45413;Credomatic/AAdvantage MasterCard/American Express Black;$ 250.00;Gratis;50;20;0.1692;10000;En adelante;5;B/.2.25 hasta B/.1,000.00 de saldo adeudado. Si se excede de los B/.1,000.00 se cobrar  el 0.225% del saldo adeudado.;seg£n ciclo de la cta.;seg£n ciclo de la cta.; $20.00 o el c lculo seg£n lo adeudado por el cliente ;30 d¡as 5%,  60 d¡as 5%,  90 d¡as ¢ mas 5% sobre  el saldo adeudado.;50;$13.00 ¢ 7% lo que sea mayor.
BAC INTERNATIONAL BANK, INC.;45413;Incae MasterCard Black de BAC Credomatic;Gratis;Gratis;50;20;0.1692; $10,000.00;En adelante;5;B/.2.25 hasta B/.1,000.00 de saldo adeudado. Si se excede de los B/.1,000.00 se cobrar  el 0.225% del saldo adeudado.;seg£n ciclo de la cta.;seg£n ciclo de la cta.; $20.00 o el c lculo seg£n lo adeudado por el cliente ;30 d¡as 5%,  60 d¡as 5%,  90 d¡as ¢ mas 5% sobre  el saldo adeudado.;50;$13.00 ¢ 7% lo que sea mayor.
BAC INTERNATIONAL BANK, INC.;45413;Visa Business PriceSmart;Gratis;Gratis;50;20;0.2042;1000;En adelante;4.5; B/.2.50 hasta B/.1,000.00 de saldo adeudado. Si se excede de los B/.1,000.00 se cobrar  el 0.250% del saldo adeudado.;seg£n ciclo de la cta.;seg£n ciclo de la cta.; $20.00 o el c lculo seg£n lo adeudado por el cliente ;30 d¡as 5%,  60 d¡as 5%,  90 d¡as ¢ mas 5% sobre  el saldo adeudado.;50;$13.00 ¢ 7% lo que sea mayor.
BAC INTERNATIONAL BANK, INC.;45413;Visa, Master Card y American Express  BAC Credomatic Business ;$ 95.00;$ 45.00;50;20;0.2042;1000;En adelante;4.5; B/.2.50 hasta B/.1,000.00 de saldo adeudado. Si se excede de los B/.1,000.00 se cobrar  el 0.250% del saldo adeudado.;seg£n ciclo de la cta.;seg£n ciclo de la cta.; $20.00 o el c lculo seg£n lo adeudado por el cliente ;30 d¡as 5%,  60 d¡as 5%,  90 d¡as ¢ mas 5% sobre  el saldo adeudado.;50;$13.00 ¢ 7% lo que sea mayor.
BAC INTERNATIONAL BANK, INC.;45413;Bac Visa Empresario;$ 60.00;25;50;20;0.2292;1000;En adelante;4.5; B/.2.50 hasta B/.1,000.00 de saldo adeudado. Si se excede de los B/.1,000.00 se cobrar  el 0.250% del saldo adeudado.;seg£n ciclo de la cta.;seg£n ciclo de la cta.; $20.00 o el c lculo seg£n lo adeudado por el cliente ;30 d¡as 5%,  60 d¡as 5%,  90 d¡as ¢ mas 5% sobre  el saldo adeudado.;50;$13.00 ¢ 7% lo que sea mayor.
BAC INTERNATIONAL BANK, INC.;45413;Visa ConnectMiles Empresarial/American Express ConnectMiles Business;150;150;50;20;0.2042;1000;En adelante;4.5; B/.2.50 hasta B/.1,000.00 de saldo adeudado. Si se excede de los B/.1,000.00 se cobrar  el 0.250% del saldo adeudado.;seg£n ciclo de la cta.;seg£n ciclo de la cta.; $20.00 o el c lculo seg£n lo adeudado por el cliente ;30 d¡as 5%,  60 d¡as 5%,  90 d¡as ¢ mas 5% sobre  el saldo adeudado.;50;$13.00 ¢ 7% lo que sea mayor.
BAC INTERNATIONAL BANK, INC.;45413;Bac MasterCard Corporate Plus ;150;150;50;20;0.185;1000;En adelante;4.5; B/.2.50 hasta B/.1,000.00 de saldo adeudado. Si se excede de los B/.1,000.00 se cobrar  el 0.250% del saldo adeudado.;seg£n ciclo de la cta.;seg£n ciclo de la cta.; $20.00 o el c lculo seg£n lo adeudado por el cliente ;30 d¡as 5%,  60 d¡as 5%,  90 d¡as ¢ mas 5% sobre  el saldo adeudado.;50;$13.00 ¢ 7% lo que sea mayor.
BAC INTERNATIONAL BANK, INC.;45413;Bac MasterCard Corporate ;$ 95.00;$ 45.00;50;20;0.185;1000;En adelante;4.5; B/.2.50 hasta B/.1,000.00 de saldo adeudado. Si se excede de los B/.1,000.00 se cobrar  el 0.250% del saldo adeudado.;seg£n ciclo de la cta.;seg£n ciclo de la cta.; $20.00 o el c lculo seg£n lo adeudado por el cliente ;30 d¡as 5%,  60 d¡as 5%,  90 d¡as ¢ mas 5% sobre  el saldo adeudado.;50;$13.00 ¢ 7% lo que sea mayor.
BBP BANK, S.A.;45413;Visa Signature;150;15.00 (1er a¤o gratis);5;5;0.18;1000;100000;-;Tasa minima 0.131% - Tasa m xima 0.377%          sobre el saldo adeudado m s el 5% de itbms.                                * De acuerdo al rango de edad y suma asegurada.       ;Pen£ltimo d¡a laborable de cada mes;15 de cada mes;4% del saldo. M¡nimo USD20.00;"1 pago vencido: 10.00; 
2 pagos vencidos: 15.00; 
3 pagos vencidos: 20.00.
";"5.00
";3% del monto del adelanto + 2.00
BANCO DE OCCIDENTE;45413;MasterCard Platinum;100;50;30;30;0.12;5000;100000;7.75;0.60%  s/saldo;25 de cada mes;20 d¡as ;30;3% s/mora;30;3% m¡nimo 20.00
BANCO FICOHSA (PANAMµ), S.A.;45413;Visa Arrocha Cl sica;$75 m s ITBMS;$20 m s ITBMS;$10;Gratis;0.28;$600;$1,999;0;0.00230 sobre saldo actual por cada mil o fracci¢n de mil. M¡n $2.30 m s  ITBMS;Seg£n ciclo de la cta.;25 d¡as;$5;Cuando el pago m¡nimo  sea menor a $59.99,  se cobrar  el monto correspondiente al pago m¡nimo, para montos mayores se cobrar  un valor fijo de $75.00 m s ITBMS;$60 m s  ITBMS;"ATM propios y de la competencia y en ventanilla: 10% del monto de la transacci¢n o m¡nimo $12.50 
MCC Juegos de azar: 12% del monto de la transacci¢n o m¡nimo $12.50"
BANCO FICOHSA (PANAMµ), S.A.;45413;Visa Arrocha Gold;$90 m s ITBMS;$20 m s ITBMS;$10;Gratis;0.26;$1,500;$4,999;0;0.00230 sobre saldo actual por cada mil o fracci¢n de mil. M¡n $2.30 m s  ITBMS;Seg£n ciclo de la cta.;25 d¡as;$5;Cuando el pago m¡nimo  sea menor a $59.99,  se cobrar  el monto correspondiente al pago m¡nimo, para montos mayores se cobrar  un valor fijo de $75.00 m s ITBMS;$60 m s  ITBMS;"ATM propios y de la competencia y en ventanilla: 10% del monto de la transacci¢n o m¡nimo $12.50 
MCC Juegos de azar: 12% del monto de la transacci¢n o m¡nimo $12.50"
BANCO FICOHSA (PANAMµ), S.A.;45413;Visa Arrocha Platinum;$125 m s ITBMS;$25 m s ITBMS;$15;Gratis;0.26;$4,000;$20,000;0;0.00230 sobre saldo actual por cada mil o fracci¢n de mil. M¡n $2.30 m s  ITBMS;Seg£n ciclo de la cta.;25 d¡as;$5;Cuando el pago m¡nimo  sea menor a $59.99,  se cobrar  el monto correspondiente al pago m¡nimo, para montos mayores se cobrar  un valor fijo de $75.00 m s ITBMS;$60 m s  ITBMS;"ATM propios y de la competencia y en ventanilla: 10% del monto de la transacci¢n o m¡nimo $12.50 
MCC Juegos de azar: 12% del monto de la transacci¢n o m¡nimo $12.50"
BANCO FICOHSA (PANAMµ), S.A.;45413;Visa FicoBlue ;$40 m s ITBMS;$20 m s ITBMS;$10;Gratis;0.1799;$700;$10,000;0;0.00230 sobre saldo actual por cada mil o fracci¢n de mil. M¡n $2.30 m s  ITBMS;Seg£n ciclo de la cta.;25 d¡as;$5;Cuando el pago m¡nimo  sea menor a $59.99,  se cobrar  el monto correspondiente al pago m¡nimo, para montos mayores se cobrar  un valor fijo de $75.00 m s ITBMS;$60 m s  ITBMS;"ATM propios y de la competencia y en ventanilla: 10% del monto de la transacci¢n o m¡nimo $12.50 
MCC Juegos de azar: 12% del monto de la transacci¢n o m¡nimo $12.50"
BANCO FICOHSA (PANAMµ), S.A.;45413;Mastercard Super 99 Standard;$75 m s ITBMS;$20 m s ITBMS;$10;Gratis;0.28;$600;$1,999;0;0.00230 sobre saldo actual por cada mil o fracci¢n de mil. M¡n $2.30 m s  ITBMS;Seg£n ciclo de la cta.;25 d¡as;$5;Cuando el pago m¡nimo  sea menor a $59.99,  se cobrar  el monto correspondiente al pago m¡nimo, para montos mayores se cobrar  un valor fijo de $75.00 m s ITBMS;$60 m s  ITBMS;"ATM propios y de la competencia y en ventanilla: 10% del monto de la transacci¢n o m¡nimo $12.50 
MCC Juegos de azar: 12% del monto de la transacci¢n o m¡nimo $12.50"
BANCO FICOHSA (PANAMµ), S.A.;45413;Mastercard Super 99 Gold;$90 m s ITBMS;$20 m s ITBMS;$10;Gratis;0.26;$1,500;$4,999;0;0.00230 sobre saldo actual por cada mil o fracci¢n de mil. M¡n $2.30 m s  ITBMS;Seg£n ciclo de la cta.;25 d¡as;$5;Cuando el pago m¡nimo  sea menor a $59.99,  se cobrar  el monto correspondiente al pago m¡nimo, para montos mayores se cobrar  un valor fijo de $75.00 m s ITBMS;$60 m s  ITBMS;"ATM propios y de la competencia y en ventanilla: 10% del monto de la transacci¢n o m¡nimo $12.50 
MCC Juegos de azar: 12% del monto de la transacci¢n o m¡nimo $12.50"
BANCO FICOHSA (PANAMµ), S.A.;45413; Mastercard Super 99 Platinum;$125 m s ITBMS;$25 m s ITBMS;$15;Gratis;0.26;$4,000;$20,000;0;0.00230 sobre saldo actual por cada mil o fracci¢n de mil. M¡n $2.30 m s  ITBMS;Seg£n ciclo de la cta.;25 d¡as;$5;Cuando el pago m¡nimo  sea menor a $59.99,  se cobrar  el monto correspondiente al pago m¡nimo, para montos mayores se cobrar  un valor fijo de $75.00 m s ITBMS;$60 m s  ITBMS;"ATM propios y de la competencia y en ventanilla: 10% del monto de la transacci¢n o m¡nimo $12.50 
MCC Juegos de azar: 12% del monto de la transacci¢n o m¡nimo $12.50"
BANCO FICOHSA (PANAMµ), S.A.;45413;Mastercard Disfrura+ Gold;$90 m s ITBMS;$20 m s ITBMS;$10;Gratis;0.26;$2,000;$ 4,999;0;0.00230 sobre saldo actual por cada mil o fracci¢n de mil. M¡n $2.30 m s  ITBMS;Seg£n ciclo de la cta.;25 d¡as;$5;Cuando el pago m¡nimo  sea menor a $59.99,  se cobrar  el monto correspondiente al pago m¡nimo, para montos mayores se cobrar  un valor fijo de $75.00 m s ITBMS;$60 m s  ITBMS;"ATM propios y de la competencia y en ventanilla: 10% del monto de la transacci¢n o m¡nimo $12.50 
MCC Juegos de azar: 12% del monto de la transacci¢n o m¡nimo $12.50"
BANCO FICOHSA (PANAMµ), S.A.;45413;Mastercard Disfrura+ Platinum;$125 m s  ITBMS;$25 m s ITBMS;$15;Gratis;0.26;$4,000;$20,000;0;0.00230 sobre saldo actual por cada mil o fracci¢n de mil. M¡n $2.30 m s  ITBMS;Seg£n ciclo de la cta.;25 d¡as;$5;Cuando el pago m¡nimo  sea menor a $59.99,  se cobrar  el monto correspondiente al pago m¡nimo, para montos mayores se cobrar  un valor fijo de $75.00 m s ITBMS;$60 m s  ITBMS;"ATM propios y de la competencia y en ventanilla: 10% del monto de la transacci¢n o m¡nimo $12.50 
MCC Juegos de azar: 12% del monto de la transacci¢n o m¡nimo $12.50"
BANCO FICOHSA (PANAMµ), S.A.;45413;Mastercard Disfruta+ Black;$255 m s  ITBMS;$55 m s ITBMS;$25;Gratis;0.1799;$20,000;$100,000;0;0.00230 sobre saldo actual por cada mil o fracci¢n de mil. M¡n $2.30 m s  ITBMS;Seg£n ciclo de la cta.;25 d¡as;$5;Cuando el pago m¡nimo  sea menor a $59.99,  se cobrar  el monto correspondiente al pago m¡nimo, para montos mayores se cobrar  un valor fijo de $75.00 m s ITBMS;$60 m s  ITBMS;"ATM propios y de la competencia y en ventanilla: 10% del monto de la transacci¢n o m¡nimo $12.50 
MCC Juegos de azar: 12% del monto de la transacci¢n o m¡nimo $12.50"
BANCO FICOHSA (PANAMµ), S.A.;45413;Visa Cashback Clasica;$90 m…s ITBMS;$20 m s ITBMS;$10;Gratis;0.28;$600;$1,999;0;0.00230 sobre saldo actual por cada mil o fracci¢n de mil. M¡n $2.30 m s  ITBMS;Seg£n ciclo de la cta.;25 d¡as;$5;Cuando el pago m¡nimo  sea menor a $59.99,  se cobrar  el monto correspondiente al pago m¡nimo, para montos mayores se cobrar  un valor fijo de $75.00 m s ITBMS;$60 m s  ITBMS;"ATM propios y de la competencia y en ventanilla: 10% del monto de la transacci¢n o m¡nimo $12.50 
MCC Juegos de azar: 12% del monto de la transacci¢n o m¡nimo $12.50"
BANCO FICOHSA (PANAMµ), S.A.;45413;Visa Cashback Gold;$125 m…s ITBMS;$25 m s ITBMS;$10;Gratis;0.26;$1500;$4,999;0;0.00230 sobre saldo actual por cada mil o fracci¢n de mil. M¡n $2.30 m s  ITBMS;Seg£n ciclo de la cta.;25 d¡as;$5;Cuando el pago m¡nimo  sea menor a $59.99,  se cobrar  el monto correspondiente al pago m¡nimo, para montos mayores se cobrar  un valor fijo de $75.00 m s ITBMS;$60 m s  ITBMS;"ATM propios y de la competencia y en ventanilla: 10% del monto de la transacci¢n o m¡nimo $12.50 
MCC Juegos de azar: 12% del monto de la transacci¢n o m¡nimo $12.50"
BANCO FICOHSA (PANAMµ), S.A.;45413;Visa Cashback Platinum;$165 m…s ITBMS;$30 m s ITBMS;$15;Gratis;0.26;$4,000;$20,000;0;0.00230 sobre saldo actual por cada mil o fracci¢n de mil. M¡n $2.30 m s  ITBMS;Seg£n ciclo de la cta.;25 d¡as;$5;Cuando el pago m¡nimo  sea menor a $59.99,  se cobrar  el monto correspondiente al pago m¡nimo, para montos mayores se cobrar  un valor fijo de $75.00 m s ITBMS;$60 m s  ITBMS;"ATM propios y de la competencia y en ventanilla: 10% del monto de la transacci¢n o m¡nimo $12.50 
MCC Juegos de azar: 12% del monto de la transacci¢n o m¡nimo $12.50"
BANISI, S.A.;45413;BANISI / VISA GOLD;$85.00 mas I.T.B.M.S.;0;$25.00 mas I.T.B.M.S.;$25.00 mas I.T.B.M.S.;0.18;$2,000;$4,999;$6.00 mas I.T.B.M.S.;3.00 el millar mas ITBMS;El d¡a 10 de cada mes;El d¡a 05 de cada mes;0.03;Max. Hasta $60.00 mas ITBMS;$60.00 mas I.T.B.M.S;10% del monto retirado / minimo $5.00
BANISI, S.A.;45413;BANISI / VISA GOLD CAR;$85.00 mas I.T.B.M.S.;0;$25.00 mas I.T.B.M.S.;$25.00 mas I.T.B.M.S.;0.1099;$2,000;$4,999;$6.00 mas I.T.B.M.S.;3.00 el millar mas ITBMS;El d¡a 10 de cada mes;El d¡a 05 de cada mes;0.03;Max. Hasta $60.00 mas ITBMS;$60.00 mas I.T.B.M.S;10% del monto retirado / minimo $5.00
BANISI, S.A.;45413;BANISI / VISA MI PRIMERA TARJETA;$25.00 mas I.T.B.M.S.;0;$30.00 mas I.T.B.M.S.;$30.00 mas I.T.B.M.S.;0.24;$200;$500;$3.00 mas I.T.B.M.S.;3.00 el millar mas ITBMS;El d¡a 10 de cada mes;El d¡a 05 de cada mes;0.03;Max. Hasta $60.00 mas ITBMS;$60.00 mas I.T.B.M.S;10% del monto retirado / minimo $5.00
BANISI, S.A.;45413;BANISI / VISA PLATINUM;$150.00 mas I.T.B.M.S.;0;$25.00 mas I.T.B.M.S.;$25.00 mas I.T.B.M.S.;0.16;$5,000;$50,000;$8.00 mas I.T.B.M.S.;3.00 el millar mas ITBMS;El d¡a 10 de cada mes;El d¡a 05 de cada mes;0.03;Max. Hasta $60.00 mas ITBMS;$60.00 mas I.T.B.M.S;10% del monto retirado / minimo $5.00
BANISI, S.A.;45413;BANISI / VISA INFINITI;0;15;$25.00 mas I.T.B.M.S.;$25.00 mas I.T.B.M.S.;0.12;20000;100000;$8.00 mas I.T.B.M.S.;3.00 el millar mas ITBMS;El d¡a 10 de cada mes;El d¡a 05 de cada mes;0.03;Max. Hasta $60.00 mas ITBMS;$60.00 mas I.T.B.M.S;10% del monto retirado / minimo $5.00
BANISI, S.A.;45413;BANISI / VISA BUSINNES;$110.00 mas I.T.B.M.S.;$50.00 mas I.T.B.M.S.;$25.00 mas I.T.B.M.S.;$25.00 mas I.T.B.M.S.;0.18;1000;60000;$10.00 mas I.T.B.M.S.;3.00 el millar mas ITBMS;El d¡a 10 de cada mes;El d¡a 05 de cada mes;0.03;Max. Hasta $60.00 mas ITBMS;$60.00 mas I.T.B.M.S;10% del monto retirado / minimo $5.00
BANISTMO, S.A.;45413;MasterCard Black Preferencial (7);160;75;25;25;0.17;$5,000.00;$50,000.00;"$6.25
Cobertura hasta $35,000.00";$2.25 por cada $1,000.00 de saldo al corte;01 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45413;MasterCard Platinum Plus (7);110;40;25;25;0.215;$5,000.00;$35,000.00;"$6.25
Cobertura hasta $35,000.00";$2.25 por cada $1,000.00 de saldo al corte;03 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45413;MasterCard MileagePlus Platinum (7);101;75;25;25;0.215;$5,000.00;$25,000.00;"$6.25
Cobertura hasta $35,000.00";$2.25 por cada $1,000.00 de saldo al corte;05 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45413;Visa Platinum Regalate (7);110;50;25;25;0.215;5000;25000;"$6.25
Cobertura hasta $35,000.00";$2.25 por cada $1,000.00 de saldo al corte;01 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45413;Visa Empresarial;80;65;25;25;0.185;2000;50000;"$7.00
Cobertura hasta $50,000.00";N/A;6  de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45413;MasterCard MileagePlus Oro;99;35;25;25;0.2475;2500;25000;"$6.25
Cobertura hasta $10,000.00";$2.25 por cada $1,000.00 de saldo al corte;05 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45413;Visa  Oro Reg late;99;35;25;25;0.2475;3000;10000;"$6.25
Cobertura hasta $10,000.00";$2.25 por cada $1,000.00 de saldo al corte;Cada 3 d¡as iniciando el 1 del mes.;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45413;Visa  Oro (Sin Anualidad);0;0;25;25;0.2299;3000;10000;"$6.25
Cobertura hasta $10,000.00";$2.25 por cada $1,000.00 de saldo al corte;06 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45413;Visa Oro Natura;99;35;25;25;0.2475;3000;10000;"$6.25
Cobertura hasta $10,000.00";$2.25 por cada $1,000.00 de saldo al corte;06 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45413; MasterCard Oro B sica;65;35;25;25;0.22;3000;5000;"$6.25
Cobertura hasta $10,000.00";$2.25 por cada $1,000.00 de saldo al corte;Cada 6 d¡as iniciando el 1 del mes.;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45413;MasterCard MileagePlus Cl sica;85;35;25;25;0.265;500;3000;"$4.25
Cobertura hasta $5,000.00";$2.25 por cada $1,000.00 de saldo al corte;Cada 5 d¡as iniciando el 1 del mes.;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45413;Visa y MasterCard Cl sica Reg late;78;35;25;25;0.265;500;3000;"$4.25
Cobertura hasta $5,000.00";$2.25 por cada $1,000.00 de saldo al corte;Cada 3 d¡as iniciando el 1 del mes.;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45413;Visa Cl sica La Sele;74;35;25;25;0.265;500;3000;"$4.25
Cobertura hasta $5,000.00";$2.25 por cada $1,000.00 de saldo al corte;21 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45413;Visa Lifemile Platinum (7);150;75;25;25;0.215;$5,000.00;$35,000.00;"$6.25
Cobertura hasta $35,000.00";$2.25 por cada $1,000.00 de saldo al corte;15 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45413;Visa Lifemile Empresarial;170;78;25;25;0.225;2000;50000;"$7.00
Cobertura hasta $50,000.00";N/A;15 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45413;Visa Lifemile Infinite (7);199;75;25;25;0.18;$5,000.00;$50,000.00;"$7.00
Cobertura hasta $50,000.00";$2.25 por cada $1,000.00 de saldo al corte;15 de cada mes;26 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45413;MasterCard MileagePlus Black (7);187;75;25;25;0.17;$5,000.00;$50,000.00;"$6.25
Cobertura hasta $35,000.00";$2.25 por cada $1,000.00 de saldo al corte;05 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45413;Mastercard Ideal Banistmo;12;10;25;25;0.25;500;3000;"$4.25
Cobertura hasta $5,000.00";$2.25 por cada $1,000.00 de saldo al corte;06 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;M ximo $40.00 M¡nimo $20.00;80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;N/A
BANISTMO, S.A.;45413;Visa Empresarial Reg late;125;100;25;25;0.205;2000;50000;"$7.00
Cobertura hasta $50,000.00";N/A;15 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BI-BANK, S.A.;45413;Visa Platinum PE;150;0;20;0;0.08;1000;500000;7.5;No aplica; 1, 8, 15, 22 de cada mes;25 d¡as despu‚s del corte;"(Saldo/Plazo)+Inter‚s+Cargos; M¡nimo $20";100% del pago m¡nimo, m ximo $50;50;10%, m¡nimo $10
BI-BANK, S.A.;45413;Visa Platinum P;100;0;20;0;0.2;3000;9999;3.75;$1.75 por cada $1,000 de saldo; 1, 8, 15, 22 de cada mes;25 d¡as despu‚s del corte;"(Saldo/Plazo)+Inter‚s+Cargos; M¡nimo $20";100% del pago m¡nimo, m ximo $50;50;10%, m¡nimo $10
BI-BANK, S.A.;45413;Visa Platinum PA;125;0;20;0;0.18;10000;19999;4.25;$1.75 por cada $1,000 de saldo; 1, 8, 15, 22 de cada mes;25 d¡as despu‚s del corte;"(Saldo/Plazo)+Inter‚s+Cargos; M¡nimo $20";100% del pago m¡nimo, m ximo $50;50;10%, m¡nimo $10
BI-BANK, S.A.;45413;Visa Infinite P;0;0;20;0;0.14;20000;49999;7.5;$1.75 por cada $1,000 de saldo; 1, 8, 15, 22 de cada mes;25 d¡as despu‚s del corte;"(Saldo/Plazo)+Inter‚s+Cargos; M¡nimo $20";100% del pago m¡nimo, m ximo $50;50;10%, m¡nimo $10
